reaction1, reaction2, reaction3, reaction4, reaction5, reaction6, reaction7, reaction8, reaction9, reaction10, reaction11, reaction12, reaction13, reaction14, , , 
1, 2, 50, 55, 100, 112, 148, 153, 300, 312, 503, 489, 730, 721, , ,
