
# This file can be used as a template for user-created/modified analysis inputs in the context of this particular model for these particular command-line arguments.
# The row after next MUST remain in the file in order for it to be parsable by the CSV reader. They indicate the following:
cell-total, time-start, time-col, cell-start, cell-end, specie-option,
100,0,0,0,100,1,1,1,1,

specie1,specie2,specie3,specie4,
0,160,151,0,
41,33,24,76,
28,29,23,74,
48,34,29,75,
32272,0,0,32306,
22,80,55,19,
76,20,8,82,
60,40,26,60,
56,16,10,98,
23,79,31,21,
45,57,30,53,
69,29,19,69,
53,47,12,53,
0,141,124,0,
0,275,254,0,
1,148,107,1,
52,53,24,50,
179,2,2,182,
12,86,62,11,
66,37,1,64,
14972,0,0,14969,
0,3738,3711,0,
105,15,15,103,
41,43,32,38,
44,48,43,56,
48,38,24,69,
22,58,46,52,
0,136,107,0,
26,50,41,59,
15,110,97,15,

33,110,69,33,
55,45,30,55,
132,9,9,129,
68,33,33,66,
4,98,80,3,
55,29,21,79,
81,21,8,78,
0,115,94,0,
105,12,12,102,
56,46,21,53,
28,85,52,28,
37,112,3,36,
20,82,60,17,
11279,0,0,11276,
58,36,15,65,
26,54,30,56,
44,58,23,41,
48,54,53,45,
54,28,25,79,
91,23,23,112,
46,79,53,46,
2,169,127,2,
99,21,21,99,
21,87,25,19,
14,134,105,14,
41,39,27,71,
150,17,17,147,
80,16,0,86,
0,208,197,0,
1330,0,0,1327,
41,62,21,40,
4,98,95,3,
4,110,100,4,
0,197,154,0,
117,29,29,141,
75,32,32,72,
92,8,6,92,
54,42,32,60,
0,149,82,0,
39,76,31,36,
58,14,23,74,
111,18,18,108,
37,51,47,53,
0,97769,60804,1,
61,37,11,60,
108,8,8,105,
83,19,6,80,
133,8,8,130,
85,38,38,85,
89,7,6,95,
17,177,19,26,
22,78,41,22,
52,67,1,49,
55,27,18,82,
28,75,58,28,
548112,0,0,548109,
125,9,9,122,
92,10,4,89,
45,90,80,45,
0,131,29,5,
33,173,152,33,
46,56,46,43,
110,12,12,107,
0,134,93,0,
67,51,27,67,
48,42,22,63,
173798,0,0,173795,
96,4,1,96,
106,0,0,104,
11,103,86,11,
0,160,151,0,
41,33,24,76,
33,24,18,79,
48,34,29,75,
240097,0,0,240131,
65,37,12,62,
76,20,8,82,
83,19,6,80,
56,16,10,98,
12,95,47,12,
67,35,8,75,
53,45,35,53,
19,83,48,16,
0,141,124,0,
0,275,254,0,
8,174,133,8,
61,44,15,59,
167,24,24,170,
14,89,65,14,
19,84,50,17,
110484,0,0,110481,
0,27870,27843,0,
110,20,20,108,
42,42,31,39,
44,48,43,56,
48,38,24,69,
1,79,67,31,
0,136,107
