
# This file can be used as a template for user-created/modified analysis inputs in the context of this particular model for these particular command-line arguments.
# The row after next MUST remain in the file in order for it to be parsable by the CSV reader. They indicate the following:
cell-total, time-start, time-col, cell-start, cell-end, specie-option,
100,0,0,0,100,1,1,1,1,1,1,

specie1,specie2,specie3,specie4,specie5,specie6,
2,12,31,11,4275,6880,
4,6,3,18,4235,6943,
3,9,1,21,4255,7059,
0,10,3,22,4362,7020,
0,46,8,22,4242,6963,
0,9,1,26,4334,6918,
0,6,18,12,4300,6935,
0,1,0,10,4263,6965,
0,21,3,0,4339,6848,
0,1,3,2,4224,7087,
0,13,0,0,4406,6882,
1,1,1,3,4267,7053,
1,4,15,18,4360,6862,
1,4,1,6,4280,6845,
2,6,9,10,4286,6923,
0,0,10,26,4227,7097,
3,5,6,23,4305,6879,
4,4,26,10,4280,6827,
2,0,14,26,4358,7055,
0,1,46,48,4191,6856,
0,10,26,34,4224,7062,
0,13,14,28,4311,6936,
0,0,0,71,4300,6866,
0,3,35,22,4323,6935,
0,20,0,6,4254,7088,
5,25,3,0,4360,6966,
0,1,5,66,4254,7133,
2,5,8,15,4426,6761,

0,13,8,19,5004,7858,
2,16,6,4,4849,7698,
2,3,7,32,4852,7908,
4,9,6,41,4905,7814,
4,15,11,25,4989,7923,
0,4,6,13,4895,7937,
2,1,7,12,4827,7984,
1,30,26,27,4902,7880,
0,7,0,37,4823,7804,
0,22,5,63,4924,7887,
2,9,24,48,4936,7972,
0,16,9,19,5028,7931,
0,10,5,33,4793,7912,
0,8,39,96,4907,7851,
1,1,0,26,4942,8065,
0,0,10,29,4923,7938,
0,4,7,70,4845,8006,
2,13,2,29,4923,7854,
1,12,2,11,4911,7798,
0,6,14,20,4869,8061,
0,14,3,88,4816,7863,
6,7,7,6,4883,7701,
0,5,12,6,4992,7868,
3,6,1,5,4894,8012,
2,0,11,1,4916,7889,
1,2,9,46,4869,7926,
0,12,17,9,4972,7806,
0,5,0,45,5012,8030,
0,17,6,1,5010,7907,
0,16,3,9,4930,7933,
0,27,8,47,4839,7765,
3,18,2,25,5000,7951,
0,3,18,33,4906,8000,
2,14,7,14,4910,7928,
0,17,12,18,5036,8013,
0,0,16,47,4883,7984,
0,19,15,34,4907,7996,
0,5,3,3,4870,7928,
3,10,19,53,4915,7915,
1,23,0,7,4981,7784,
1,1,0,15,4976,7909,
1,1,12,2,4820,8150,
0,25,2,5,5094,7790,
3,27,4,56,4891,7987,
1,3,20,21,4933,7855,
1,0,4,68,4969,7825,
4,7,9,41,4764,7946,
1,6,7,9,4948,7766,
4,4,5,28,5005,7882,
0,19,13,5,4851,8040,
1,0,9,4,4997,7901,
1,34,43,2,4837,7912,
4,2,0,12,4871,7802,
1,5,10,1,4932,8016,
0,14,52,17,4899,7987,
0,9,10,69,4879,7918,
2,1,5,14,4975,8040,
0,6,2,37,4892,7913,
0,3,0,21,4844,7927,
2,1,12,34,4865,8020,
0,23,5,9,4987,7871,
5,8,8,6,4922,7909,
0,17,2,36,4971,7985,
0,23,9,25,5005,7927,
0,8,17,17,4756,7790,
3,6,1,21,4990,7879,
2,16,18,28,5024,7915,
0,15,6,17,4972,7807,
1,5,7,7,4957,8010,
0,21,43,3,4988,7947,
0,0,9,6,4938,8070,
0,4,2,19,4843,7946,
1,11,14,10,4923,7851,
2,19,6,0,4909,7954,
2,8,5,8,4901,8069,
0,4,0,1,4958,8031,
0,48,1,25,4900,8013,
0,29,4,25,4942,7878,
0,7,31,1,4920,7993,
0,12,0,21,4910,7918,
0,6,0,20,4949,7873,
0,2,7,8,4826,8060,
1,3,0,17,4978,7838,
0,4,1,0,4886,8041,
1,5,5,2,4994,7821,
0,3,0,0,4851,7799,
2,1,0,1,4866,7956,
0,8,10,20,4844,8077,
3,7,3,25,4888,7910,
3,5,46,7,4875,7827,
4,2,1,14,4970,8007,
1,13,47,52,4804,7824,
1,2,10,48,4818,8066,
0,5,2,36,4898,7916,
0,9,18,59,4888,7844,
0,15,25,18,4865,7915,
0,3,14,24,4859,8101,
5,30,7,32,4970,7875,
0,6,11,42,4880,8109,
1,3,3,20,5032,7680,

3,25,21,0,5614,8901,
3,12,12,15,5493,8771,
1,9,10,4,5465,8935,
